TID;Target;Stance;Sentiment;Intent
634755672538750;Fenerbahçe;Favor;Positive;Support
634758486660935;Fenerbahçe;Favor;Positive;Cheer
634765228551589;Fenerbahçe;Favor;Positive;Support
634766021581250;Fenerbahçe;Favor;Positive;Support
635083496730554;Fenerbahçe;Favor;Positive;Support
635090938365390;Fenerbahçe;Favor;Positive;Support
635105302350835;Fenerbahçe;Favor;Positive;Support
635115895292055;Fenerbahçe;Favor;Positive;Support
635117544815357;Fenerbahçe;Favor;Positive;Support
635122458614464;Fenerbahçe;Favor;Positive;Support
635129165818241;Fenerbahçe;Favor;Negative;Support
635132224493502;Fenerbahçe;Favor;Positive;Support
635132685166374;Fenerbahçe;Favor;Positive;Support
635136087309066;Fenerbahçe;Favor;Positive;Support
635434263652007;Fenerbahçe;Favor;Positive;Good-Wishes
635434816549355;Fenerbahçe;Favor;Neither;Support
635435300278411;Fenerbahçe;Favor;Positive;Support
635447923581538;Fenerbahçe;Favor;Positive;Support
635448019538866;Fenerbahçe;Favor;Positive;Support
635451508667084;Fenerbahçe;Favor;Positive;Cheer
635459119793729;Fenerbahçe;Favor;Positive;Support
635461230405226;Fenerbahçe;Favor;Positive;Good-Wishes
635463059138564;Fenerbahçe;Favor;Neither;Support
635466688205557;Fenerbahçe;Favor;Positive;Support
635471660141932;Fenerbahçe;Favor;Positive;Good-Wishes
635471925842681;Fenerbahçe;Favor;Positive;Support
635472351707168;Fenerbahçe;Favor;Positive;Support
635484304638935;Fenerbahçe;Favor;Negative;Support
635484727835783;Fenerbahçe;Favor;Positive;Cheer
635486563196141;Fenerbahçe;Favor;Positive;Good-Wishes
635486811490516;Fenerbahçe;Favor;Positive;Support
635488683743969;Fenerbahçe;Favor;Positive;Cheer
635492581934264;Fenerbahçe;Favor;Positive;Support
635799767629602;Fenerbahçe;Favor;Positive;Support
635800958291832;Fenerbahçe;Favor;Positive;Support
635802060638801;Fenerbahçe;Favor;Positive;Support
635813043579039;Fenerbahçe;Favor;Positive;Support
635814084429107;Fenerbahçe;Favor;Neither;Support
635818049363423;Fenerbahçe;Favor;Positive;Support
635827240039788;Fenerbahçe;Favor;Positive;Support
635830150693814;Fenerbahçe;Favor;Positive;Support
635831408485900;Fenerbahçe;Favor;Positive;Support
635845277711269;Fenerbahçe;Favor;Positive;Support
635845813021868;Fenerbahçe;Favor;Positive;Support
635845919947276;Fenerbahçe;Favor;Positive;Support
635845933935280;Fenerbahçe;Favor;Positive;Support
635846764524892;Fenerbahçe;Favor;Positive;Support
635850545366999;Fenerbahçe;Favor;Positive;Support
635851631595286;Fenerbahçe;Favor;Positive;Support
635853642696888;Fenerbahçe;Favor;Positive;Support
636166052980871;Fenerbahçe;Favor;Positive;Support
636174702336188;Fenerbahçe;Favor;Positive;Support
636178778272755;Fenerbahçe;Favor;Positive;Support
636180149323624;Fenerbahçe;Favor;Positive;Support
636180430451032;Fenerbahçe;Favor;Positive;Support
636191900693831;Fenerbahçe;Favor;Positive;Cheer
636200719075385;Fenerbahçe;Favor;Positive;Cheer
636522231418499;Fenerbahçe;Favor;Positive;Support
636526777507160;Fenerbahçe;Favor;Positive;Support
636531572884307;Fenerbahçe;Favor;Positive;Support
636541216411254;Fenerbahçe;Favor;Positive;Support
636561874495082;Fenerbahçe;Favor;Positive;Support
636562818284847;Fenerbahçe;Favor;Positive;Support
636570663877263;Fenerbahçe;Favor;Positive;Support
636890486112960;Fenerbahçe;Favor;Positive;Support
636909361001033;Fenerbahçe;Favor;Positive;Support
636911870281166;Fenerbahçe;Favor;Positive;Support
636915047743275;Fenerbahçe;Favor;Positive;Support
636919193519161;Fenerbahçe;Favor;Positive;Good-Wishes
636921407994245;Fenerbahçe;Favor;Positive;Support
636927886495252;Fenerbahçe;Favor;Positive;Support
636928464042463;Fenerbahçe;Favor;Positive;Support
636929818521636;Fenerbahçe;Favor;Positive;Support
636931363938152;Fenerbahçe;Favor;Positive;Support
639068242267521;Fenerbahçe;Favor;Negative;Support
639082666541846;Fenerbahçe;Favor;Positive;Good-Wishes
639083736567558;Fenerbahçe;Favor;Neither;Ridicule
639085150362578;Fenerbahçe;Favor;Positive;Support
639102573417484;Fenerbahçe;Favor;Positive;Support
639105245751169;Fenerbahçe;Favor;Positive;Support
639107421277978;Fenerbahçe;Favor;Positive;Cheer
639107942856421;Fenerbahçe;Favor;Positive;Support
639429366183759;Fenerbahçe;Favor;Positive;Support
639432512645779;Fenerbahçe;Favor;Positive;Support
639436766328541;Fenerbahçe;Favor;Positive;Support
639444295997628;Fenerbahçe;Favor;Positive;Support
639469685835214;Fenerbahçe;Favor;Positive;Support
639482252422959;Fenerbahçe;Favor;Positive;Support
639482275776888;Fenerbahçe;Favor;Positive;Support
639837302869463;Fenerbahçe;Favor;Negative;Ridicule
640154244599947;Fenerbahçe;Favor;Positive;Support
640183439145201;Fenerbahçe;Favor;Positive;Support
640508437634416;Fenerbahçe;Favor;Positive;Support
640514927921393;Fenerbahçe;Favor;Negative;Support
640519043351449;Fenerbahçe;Favor;Positive;Support
640522791377309;Fenerbahçe;Favor;Negative;Support
633655562748739;Fenerbahçe;Against;Negative;Ridicule
633656246579654;Fenerbahçe;Against;Negative;Ridicule
633657099499753;Fenerbahçe;Against;Negative;Ridicule
633659886883205;Fenerbahçe;Against;Negative;Ridicule
633661667247849;Fenerbahçe;Against;Negative;Ridicule
633662422449045;Fenerbahçe;Against;Neither;Support
633664943338995;Fenerbahçe;Against;Negative;Ridicule
633667137798828;Fenerbahçe;Against;Negative;Ridicule
633667869390295;Fenerbahçe;Against;Negative;Ridicule
633667869839110;Fenerbahçe;Against;Negative;Ridicule
633668262736338;Fenerbahçe;Against;Positive;Support
633670475135193;Fenerbahçe;Against;Neither;Good-Wishes
633671474432315;Fenerbahçe;Against;Negative;Insult
633671479356469;Fenerbahçe;Against;Negative;Ridicule
633672299028312;Fenerbahçe;Against;Negative;Ridicule
633676038304829;Fenerbahçe;Against;Negative;Ridicule
633678787784384;Fenerbahçe;Against;Negative;Ridicule
633678863483072;Fenerbahçe;Against;Negative;Insult
633682269132226;Fenerbahçe;Against;Negative;Ridicule
633686152512466;Fenerbahçe;Against;Negative;Criticism
633688586395746;Fenerbahçe;Against;Neither;Support
633689499575451;Fenerbahçe;Against;Negative;Ridicule
633695495576268;Fenerbahçe;Against;Negative;Dislike
633697541633273;Fenerbahçe;Against;Negative;Ridicule
633698262189522;Fenerbahçe;Against;Negative;Insult
633698843792703;Fenerbahçe;Against;Negative;Ridicule
633708333069914;Fenerbahçe;Against;Negative;Ridicule
633986875280199;Fenerbahçe;Against;Negative;Ridicule
633989512625057;Fenerbahçe;Against;Negative;Ridicule
633995607091322;Fenerbahçe;Against;Negative;Ridicule
634000415860891;Fenerbahçe;Against;Negative;Dislike
634001498414968;Fenerbahçe;Against;Negative;Ridicule
634003021878444;Fenerbahçe;Against;Negative;Ridicule
634003313420300;Fenerbahçe;Against;Negative;Ridicule
634010208436547;Fenerbahçe;Against;Negative;Ridicule
634010666651807;Fenerbahçe;Against;Negative;Ridicule
634039614999785;Fenerbahçe;Against;Negative;Ridicule
634040530016555;Fenerbahçe;Against;Negative;Ridicule
634348279271043;Fenerbahçe;Against;Negative;Ridicule
634349443878400;Fenerbahçe;Against;Negative;Ridicule
634354411058429;Fenerbahçe;Against;Negative;Insult
634361451789074;Fenerbahçe;Against;Negative;Insult
634369165890060;Fenerbahçe;Against;Negative;Dislike
634369357850787;Fenerbahçe;Against;Negative;Dislike
634370503696871;Fenerbahçe;Against;Negative;Ridicule
634379906198188;Fenerbahçe;Against;Negative;Ridicule
634381509777059;Fenerbahçe;Against;Negative;Support
634383755302584;Fenerbahçe;Against;Negative;Insult
634383810138869;Fenerbahçe;Against;Neither;Good-Wishes
634404220205170;Fenerbahçe;Against;Positive;Good-Wishes
634405730100117;Fenerbahçe;Against;Negative;Ridicule
634725098684084;Fenerbahçe;Against;Negative;Ridicule
634754311826853;Fenerbahçe;Against;Negative;Ridicule
634763832372686;Fenerbahçe;Against;Negative;Ridicule
635080141538988;Fenerbahçe;Against;Negative;Ridicule
635099218949074;Fenerbahçe;Against;Positive;Support
635105052630323;Fenerbahçe;Against;Negative;Support
635112436236992;Fenerbahçe;Against;Negative;Criticism
635115313227563;Fenerbahçe;Against;Negative;Ridicule
635128145436385;Fenerbahçe;Against;Negative;Ridicule
635128601176879;Fenerbahçe;Against;Negative;Ridicule
635440280506904;Fenerbahçe;Against;Negative;Insult
635455392852627;Fenerbahçe;Against;Negative;Insult
635457584829440;Fenerbahçe;Against;Negative;Dislike
635458915245944;Fenerbahçe;Against;Negative;Ridicule
635476961821913;Fenerbahçe;Against;Negative;Dislike
635488814128066;Fenerbahçe;Against;Negative;Insult
635822408012800;Fenerbahçe;Against;Negative;Criticism
635827078005424;Fenerbahçe;Against;Negative;Criticism
635828485798395;Fenerbahçe;Against;Negative;Dislike
635831302671962;Fenerbahçe;Against;Negative;Ridicule
635832281358290;Fenerbahçe;Against;Negative;Criticism
635833014258417;Fenerbahçe;Against;Negative;Insult
635836604259651;Fenerbahçe;Against;Negative;Ridicule
635836798023897;Fenerbahçe;Against;Negative;Ridicule
635838081380274;Fenerbahçe;Against;Negative;Ridicule
635838155200032;Fenerbahçe;Against;Negative;Criticism
635838402219393;Fenerbahçe;Against;Negative;Ridicule
635839418188869;Fenerbahçe;Against;Negative;Criticism
635839481992609;Fenerbahçe;Against;Negative;Ridicule
635840353178923;Fenerbahçe;Against;Negative;Ridicule
635840427703332;Fenerbahçe;Against;Negative;Ridicule
635841332154617;Fenerbahçe;Against;Negative;Dislike
635841891666411;Fenerbahçe;Against;Negative;Ridicule
635842146512281;Fenerbahçe;Against;Negative;Criticism
635842549224243;Fenerbahçe;Against;Negative;Ridicule
635843713403617;Fenerbahçe;Against;Negative;Criticism
635843810099089;Fenerbahçe;Against;Negative;Insult
635843936607694;Fenerbahçe;Against;Negative;Insult
635845183146459;Fenerbahçe;Against;Negative;Ridicule
635845226297458;Fenerbahçe;Against;Negative;Criticism
635845340281880;Fenerbahçe;Against;Negative;Insult
635845775159857;Fenerbahçe;Against;Negative;Criticism
635846038251827;Fenerbahçe;Against;Negative;Criticism
635847423772987;Fenerbahçe;Against;Negative;Dislike
635849524515352;Fenerbahçe;Against;Negative;Criticism
635849532316745;Fenerbahçe;Against;Negative;Insult
635849996722642;Fenerbahçe;Against;Negative;Criticism
635850267678908;Fenerbahçe;Against;Negative;Ridicule
635850492694929;Fenerbahçe;Against;Negative;Ridicule
635851619066867;Fenerbahçe;Against;Negative;Criticism
635853932372361;Fenerbahçe;Against;Negative;Ridicule
635854199754985;Fenerbahçe;Against;Negative;Ridicule
635855618096689;Fenerbahçe;Against;Negative;Criticism
635857372859269;Fenerbahçe;Against;Negative;Ridicule
635857906064355;Fenerbahçe;Against;Negative;Ridicule
635858110930907;Fenerbahçe;Against;Negative;Ridicule
636166921180872;Fenerbahçe;Against;Negative;Insult
636178796870266;Fenerbahçe;Against;Negative;Ridicule
636183782849179;Fenerbahçe;Against;Negative;Ridicule
636186008023908;Fenerbahçe;Against;Negative;Criticism
636186626717286;Fenerbahçe;Against;Negative;Criticism
636188064935772;Fenerbahçe;Against;Negative;Insult
636201579134234;Fenerbahçe;Against;Negative;Criticism
636219436236734;Fenerbahçe;Against;Negative;Criticism
636219960327598;Fenerbahçe;Against;Negative;Criticism
636529215660290;Fenerbahçe;Against;Negative;Insult
636529786198827;Fenerbahçe;Against;Negative;Support
636541472632909;Fenerbahçe;Against;Negative;Insult
636541582074843;Fenerbahçe;Against;Negative;Ridicule
636542697415790;Fenerbahçe;Against;Negative;Criticism
636547320100843;Fenerbahçe;Against;Negative;Ridicule
636548558141923;Fenerbahçe;Against;Negative;Ridicule
636549350932488;Fenerbahçe;Against;Negative;Dislike
636550822147584;Fenerbahçe;Against;Negative;Criticism
636551197965615;Fenerbahçe;Against;Negative;Dislike
636551501155049;Fenerbahçe;Against;Negative;Ridicule
636551616922058;Fenerbahçe;Against;Positive;Ridicule
636553507735113;Fenerbahçe;Against;Negative;Ridicule
636565155476807;Fenerbahçe;Against;Negative;Ridicule
636895218491609;Fenerbahçe;Against;Negative;Ridicule
636901768073494;Fenerbahçe;Against;Negative;Criticism
636902272488882;Fenerbahçe;Against;Negative;Ridicule
636903780278239;Fenerbahçe;Against;Negative;Ridicule
636906236357791;Fenerbahçe;Against;Negative;Ridicule
636906382617378;Fenerbahçe;Against;Negative;Ridicule
636906459448668;Fenerbahçe;Against;Negative;Ridicule
636906596791132;Fenerbahçe;Against;Negative;Ridicule
636906650226573;Fenerbahçe;Against;Negative;Ridicule
636907096429207;Fenerbahçe;Against;Negative;Ridicule
636908001094463;Fenerbahçe;Against;Negative;Ridicule
636909388893159;Fenerbahçe;Against;Negative;Insult
636911544236945;Fenerbahçe;Against;Negative;Ridicule
636912539041988;Fenerbahçe;Against;Negative;Criticism
636912599263801;Fenerbahçe;Against;Negative;Criticism
636913546098573;Fenerbahçe;Against;Negative;Ridicule
636914309772242;Fenerbahçe;Against;Negative;Ridicule
636916750890729;Fenerbahçe;Against;Negative;Insult
636917690851004;Fenerbahçe;Against;Negative;Ridicule
636917713986826;Fenerbahçe;Against;Negative;Ridicule
636917720487993;Fenerbahçe;Against;Negative;Ridicule
636917900184522;Fenerbahçe;Against;Negative;Insult
636918657378054;Fenerbahçe;Against;Negative;Criticism
636919339489345;Fenerbahçe;Against;Negative;Insult
636919427854934;Fenerbahçe;Against;Negative;Ridicule
636919746437496;Fenerbahçe;Against;Negative;Ridicule
636920950114643;Fenerbahçe;Against;Negative;Ridicule
636921257385193;Fenerbahçe;Against;Negative;Ridicule
636921532393103;Fenerbahçe;Against;Negative;Dislike
636922293944496;Fenerbahçe;Against;Negative;Ridicule
636922342170619;Fenerbahçe;Against;Negative;Ridicule
636924217091616;Fenerbahçe;Against;Negative;Ridicule
636924224104480;Fenerbahçe;Against;Negative;Ridicule
636924233998798;Fenerbahçe;Against;Negative;Ridicule
636924760539168;Fenerbahçe;Against;Negative;Ridicule
636924943922515;Fenerbahçe;Against;Negative;Ridicule
636925018220425;Fenerbahçe;Against;Negative;Ridicule
636925294998368;Fenerbahçe;Against;Negative;Ridicule
636925487873454;Fenerbahçe;Against;Negative;Ridicule
636925606941323;Fenerbahçe;Against;Negative;Ridicule
636925651631665;Fenerbahçe;Against;Negative;Ridicule
636925914492878;Fenerbahçe;Against;Negative;Ridicule
636926250955763;Fenerbahçe;Against;Negative;Ridicule
636926547291672;Fenerbahçe;Against;Negative;Ridicule
636926614367027;Fenerbahçe;Against;Negative;Ridicule
636927096900730;Fenerbahçe;Against;Negative;Ridicule
636927130497101;Fenerbahçe;Against;Negative;Ridicule
636927166530355;Fenerbahçe;Against;Negative;Ridicule
636927560765583;Fenerbahçe;Against;Negative;Ridicule
636927895139692;Fenerbahçe;Against;Negative;Ridicule
636928068737740;Fenerbahçe;Against;Negative;Ridicule
636928475258089;Fenerbahçe;Against;Negative;Ridicule
636928581202014;Fenerbahçe;Against;Negative;Ridicule
636929132333559;Fenerbahçe;Against;Negative;Ridicule
636929265439776;Fenerbahçe;Against;Negative;Ridicule
636929285111066;Fenerbahçe;Against;Negative;Ridicule
636929396109131;Fenerbahçe;Against;Negative;Ridicule
636929528145801;Fenerbahçe;Against;Negative;Ridicule
636929621653630;Fenerbahçe;Against;Negative;Ridicule
636929754579501;Fenerbahçe;Against;Negative;Ridicule
636929794677047;Fenerbahçe;Against;Negative;Ridicule
636929797164298;Fenerbahçe;Against;Negative;Ridicule
636929931226841;Fenerbahçe;Against;Negative;Ridicule
636930040651993;Fenerbahçe;Against;Negative;Insult
636930579380981;Fenerbahçe;Against;Negative;Ridicule
636930625543520;Fenerbahçe;Against;Negative;Ridicule
636931074023686;Fenerbahçe;Against;Negative;Ridicule
636931274289102;Fenerbahçe;Against;Negative;Insult
636931325249912;Fenerbahçe;Against;Negative;Ridicule
636931799529193;Fenerbahçe;Against;Negative;Ridicule
636931914113359;Fenerbahçe;Against;Negative;Ridicule
636931960829530;Fenerbahçe;Against;Negative;Ridicule
636932068543438;Fenerbahçe;Against;Negative;Insult
636932136155656;Fenerbahçe;Against;Negative;Ridicule
636932308470251;Fenerbahçe;Against;Negative;Ridicule
636932363713409;Fenerbahçe;Against;Negative;Ridicule
636932446483820;Fenerbahçe;Against;Negative;Ridicule
636932490196844;Fenerbahçe;Against;Negative;Ridicule
636932659122409;Fenerbahçe;Against;Negative;Ridicule
636933178712850;Fenerbahçe;Against;Negative;Ridicule
636933435253227;Fenerbahçe;Against;Negative;Insult
636933925978415;Fenerbahçe;Against;Negative;Ridicule
636934654713532;Fenerbahçe;Against;Negative;Ridicule
636934760267448;Fenerbahçe;Against;Negative;Ridicule
636935844016848;Fenerbahçe;Against;Negative;Ridicule
636935980616929;Fenerbahçe;Against;Negative;Ridicule
636936058698117;Fenerbahçe;Against;Negative;Ridicule
636936089014534;Fenerbahçe;Against;Negative;Ridicule
636936448864858;Fenerbahçe;Against;Negative;Ridicule
636936881272451;Fenerbahçe;Against;Negative;Ridicule
636936960926445;Fenerbahçe;Against;Negative;Ridicule
636937194071019;Fenerbahçe;Against;Negative;Ridicule
636937275214008;Fenerbahçe;Against;Negative;Ridicule
636938655953735;Fenerbahçe;Against;Negative;Ridicule
636938744378093;Fenerbahçe;Against;Negative;Ridicule
636938840448593;Fenerbahçe;Against;Negative;Ridicule
637246188450918;Fenerbahçe;Against;Negative;Ridicule
637246961373061;Fenerbahçe;Against;Negative;Ridicule
637247733221470;Fenerbahçe;Against;Negative;Ridicule
637247918626443;Fenerbahçe;Against;Negative;Ridicule
637251279119626;Fenerbahçe;Against;Negative;Ridicule
637254456145510;Fenerbahçe;Against;Negative;Ridicule
638336019604054;Fenerbahçe;Against;Negative;Ridicule
638344277345607;Fenerbahçe;Against;Negative;Ridicule
639091685830619;Fenerbahçe;Against;Negative;Insult
639107487573131;Fenerbahçe;Against;Negative;Insult
639116163180572;Fenerbahçe;Against;Negative;Ridicule
639116189701140;Fenerbahçe;Against;Negative;Ridicule
639116924979429;Fenerbahçe;Against;Negative;Criticism
639441412124241;Fenerbahçe;Against;Negative;Ridicule
639466283604516;Fenerbahçe;Against;Negative;Dislike
639784002317066;Fenerbahçe;Against;Negative;Ridicule
639792394016264;Fenerbahçe;Against;Negative;Dislike
639799306682277;Fenerbahçe;Against;Negative;Ridicule
639816184918052;Fenerbahçe;Against;Negative;Ridicule
639820112678232;Fenerbahçe;Against;Negative;Insult
639825756818931;Fenerbahçe;Against;Negative;Ridicule
639838224186241;Fenerbahçe;Against;Negative;Ridicule
639845660796276;Fenerbahçe;Against;Negative;Insult
640159114354651;Fenerbahçe;Against;Negative;Insult
640172896632074;Fenerbahçe;Against;Negative;Criticism
640178177839644;Fenerbahçe;Against;Negative;Insult
640522614901997;Fenerbahçe;Against;Negative;Dislike
640548037547421;Fenerbahçe;Against;Negative;Dislike
640551214653001;Fenerbahçe;Against;Negative;Ridicule
640552972192190;Fenerbahçe;Against;Negative;Ridicule
640559761742819;Fenerbahçe;Against;Negative;Ridicule
640562803762458;Fenerbahçe;Against;Negative;Dislike
640563012307451;Fenerbahçe;Against;Negative;Ridicule